* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
7752, river, minecraft:river, AMBIENT, mobz:tiny_spider, 10, 1, 1
7753, river, minecraft:river, AMBIENT, fantasyfauna:wisp, 60, 1, 2
7754, river, minecraft:river, CREATURE, terra_entity:angler, 10, 1, 1
7755, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7756, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
7757, river, minecraft:river, WATER_CREATURE, world:hydra, 80, 1, 1
7758, river, minecraft:river, WATER_CREATURE, world:kraken, 80, 1, 1
7759, river, minecraft:river, WATER_CREATURE, mocreatures:stingray, 10, 1, 2
7760, river, minecraft:river, WATER_CREATURE, mocreatures:angelfish, 12, 1, 6
7761, river, minecraft:river, WATER_CREATURE, mocreatures:salmon, 10, 1, 4
7762, river, minecraft:river, WATER_CREATURE, mocreatures:goldfish, 12, 1, 6
7763, river, minecraft:river, WATER_CREATURE, mocreatures:fishy, 12, 1, 6
7764, river, minecraft:river, WATER_CREATURE, mocreatures:bass, 10, 1, 4
7765, river, minecraft:river, WATER_CREATURE, mocreatures:anchovy, 12, 1, 6
7766, river, minecraft:river, WATER_CREATURE, world:shipsmall, 70, 2, 4
7767, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
7768, savanna, minecraft:savanna, MONSTER, minecraft:spider, 80, 4, 4
7769, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 80, 4, 4
7770, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
7771, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 80, 4, 4
7772, savanna, minecraft:savanna, MONSTER, minecraft:creeper, 80, 4, 4
7773, savanna, minecraft:savanna, MONSTER, minecraft:slime, 80, 4, 4
7774, savanna, minecraft:savanna, MONSTER, minecraft:enderman, 20, 1, 4
7775, savanna, minecraft:savanna, MONSTER, minecraft:witch, 20, 1, 1
7776, savanna, minecraft:savanna, MONSTER, creatures_expanded:abomination, 20, 1, 1
7777, savanna, minecraft:savanna, MONSTER, monsterplus:abyssologer, 10, 1, 1
7778, savanna, minecraft:savanna, MONSTER, iter_rpg:air_elemental, 15, 1, 2
7779, savanna, minecraft:savanna, MONSTER, knights:archer, 40, 2, 3
7780, savanna, minecraft:savanna, MONSTER, iter_rpg:axebeak, 10, 1, 2
7781, savanna, minecraft:savanna, MONSTER, ddenizens:beholder, 10, 1, 1
7782, savanna, minecraft:savanna, MONSTER, iter_rpg:bloated, 10, 1, 1
7783, savanna, minecraft:savanna, MONSTER, creatures_expanded:brood_spider, 35, 1, 1
7784, savanna, minecraft:savanna, MONSTER, threateningly_mobs:cave_hunter, 12, 1, 1
7785, savanna, minecraft:savanna, MONSTER, creatures_expanded:crumbling_skeleton, 50, 1, 1
7786, savanna, minecraft:savanna, MONSTER, monsterplus:crystal_zombie, 80, 2, 7
7787, savanna, minecraft:savanna, MONSTER, creatures_expanded:crystalline_golem, 20, 1, 1
7788, savanna, minecraft:savanna, MONSTER, creatures_expanded:crystalline_spider, 45, 1, 3
7789, savanna, minecraft:savanna, MONSTER, ddenizens:daemon, 10, 1, 1
7790, savanna, minecraft:savanna, MONSTER, ddenizens:death_tyrant, 10, 1, 1
7791, savanna, minecraft:savanna, MONSTER, threateningly_mobs:elite_zombie_warrior, 10, 1, 2
7792, savanna, minecraft:savanna, MONSTER, creatures_expanded:embersmog, 40, 1, 3
7793, savanna, minecraft:savanna, MONSTER, iter_rpg:event_spawn, 20, 1, 1
7794, savanna, minecraft:savanna, MONSTER, glorious_creatures:feral_pumpkin, 15, 1, 2
7795, savanna, minecraft:savanna, MONSTER, ddenizens:fossilized_skeleton, 25, 1, 2
7796, savanna, minecraft:savanna, MONSTER, creatures_expanded:fungal_ghoul, 60, 1, 2
7797, savanna, minecraft:savanna, MONSTER, creatures_expanded:gargoyle, 50, 1, 3
7798, savanna, minecraft:savanna, MONSTER, ddenizens:gazer, 25, 1, 1
7799, savanna, minecraft:savanna, MONSTER, ddenizens:ghoul, 25, 1, 1
7800, savanna, minecraft:savanna, MONSTER, iter_rpg:giant_spider, 10, 1, 1
7801, savanna, minecraft:savanna, MONSTER, creatures_expanded:gloomknight, 5, 1, 1
7802, savanna, minecraft:savanna, MONSTER, creatures_expanded:gloomweaver, 30, 1, 2
7803, savanna, minecraft:savanna, MONSTER, monsterplus:glow_skeleton, 80, 1, 5
7804, savanna, minecraft:savanna, MONSTER, creatures_expanded:gnasheart, 60, 1, 4
7805, savanna, minecraft:savanna, MONSTER, creatures_expanded:graven, 36, 3, 5
7806, savanna, minecraft:savanna, MONSTER, ddenizens:headless, 40, 1, 1
7807, savanna, minecraft:savanna, MONSTER, knights:heavyknight, 40, 1, 1
7808, savanna, minecraft:savanna, MONSTER, ddenizens:iron_skeleton, 15, 1, 1
7809, savanna, minecraft:savanna, MONSTER, knights:knight, 50, 3, 5
7810, savanna, minecraft:savanna, MONSTER, threateningly_mobs:lich_re, 10, 1, 1
7811, savanna, minecraft:savanna, MONSTER, ddenizens:magma_skeleton, 40, 1, 1
7812, savanna, minecraft:savanna, MONSTER, creatures_expanded:miststalker, 40, 1, 1
7813, savanna, minecraft:savanna, MONSTER, terra_entity:harpy, 60, 1, 2
7814, savanna, minecraft:savanna, MONSTER, terra_entity:black_slime, 80, 1, 3
7815, savanna, minecraft:savanna, MONSTER, terra_entity:cave_bat, 80, 1, 2
7816, savanna, minecraft:savanna, MONSTER, terra_entity:giant_shelly, 60, 1, 1
7817, savanna, minecraft:savanna, MONSTER, terra_entity:giant_worm, 60, 1, 1
7818, savanna, minecraft:savanna, MONSTER, terra_entity:green_dumpling_slime, 30, 1, 3
7819, savanna, minecraft:savanna, MONSTER, terra_entity:nymph, 10, 1, 1
7820, savanna, minecraft:savanna, MONSTER, terra_entity:pink_slime, 10, 1, 1
7821, savanna, minecraft:savanna, MONSTER, terra_entity:purple_slime, 30, 1, 3
7822, savanna, minecraft:savanna, MONSTER, terra_entity:red_slime, 80, 1, 2
7823, savanna, minecraft:savanna, MONSTER, terra_entity:yellow_slime, 80, 1, 2
7824, savanna, minecraft:savanna, MONSTER, terra_entity:demon_eye, 65, 1, 2
7825, savanna, minecraft:savanna, MONSTER, terra_entity:flying_fish, 60, 1, 2
7826, savanna, minecraft:savanna, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
7827, savanna, minecraft:savanna, MONSTER, terra_entity:big_muscle_anger_bones, 20, 1, 1
7828, savanna, minecraft:savanna, MONSTER, terra_entity:big_bones, 40, 1, 2
7829, savanna, minecraft:savanna, MONSTER, terra_entity:short_bones, 40, 1, 2
7830, savanna, minecraft:savanna, MONSTER, terra_entity:anger_bones, 40, 1, 2
7831, savanna, minecraft:savanna, MONSTER, terra_entity:big_anger_bones, 30, 1, 2
7832, savanna, minecraft:savanna, MONSTER, terra_entity:cursed_skull, 15, 1, 1
7833, savanna, minecraft:savanna, MONSTER, terra_entity:dark_caster, 20, 1, 1
7834, savanna, minecraft:savanna, MONSTER, mocreatures:dirtscorpion, 10, 1, 3
7835, savanna, minecraft:savanna, MONSTER, mocreatures:cavescorpion, 50, 1, 3
7836, savanna, minecraft:savanna, MONSTER, mocreatures:horsemob, 10, 1, 3
7837, savanna, minecraft:savanna, MONSTER, threateningly_mobs:moon_priest, 10, 1, 1
7838, savanna, minecraft:savanna, MONSTER, fantasyfauna:mushcap_glowing, 50, 2, 4
7839, savanna, minecraft:savanna, MONSTER, knights:noble, 50, 1, 1
7840, savanna, minecraft:savanna, MONSTER, ddenizens:orc, 35, 1, 1
7841, savanna, minecraft:savanna, MONSTER, threateningly_mobs:ore_drill, 32, 1, 1
7842, savanna, minecraft:savanna, MONSTER, majruszsdifficulty:cursed_armor, 50, 1, 1
7843, savanna, minecraft:savanna, MONSTER, majruszsdifficulty:illusioner, 10, 1, 1
7844, savanna, minecraft:savanna, MONSTER, mobz:tank_zombie, 10, 1, 1
7845, savanna, minecraft:savanna, MONSTER, knights:peasant, 60, 2, 3
7846, savanna, minecraft:savanna, MONSTER, fantasyfauna:possessed_armor, 20, 1, 1
7847, savanna, minecraft:savanna, MONSTER, creatures_expanded:prosperisher_zombie, 50, 1, 2
7848, savanna, minecraft:savanna, MONSTER, glorious_creatures:psychic_anomaly, 20, 1, 1
7849, savanna, minecraft:savanna, MONSTER, iter_rpg:scallop, 50, 1, 2
7850, savanna, minecraft:savanna, MONSTER, ddenizens:shadow, 30, 1, 1
7851, savanna, minecraft:savanna, MONSTER, creatures_expanded:shadowfiend, 35, 1, 2
7852, savanna, minecraft:savanna, MONSTER, ddenizens:shadowlord, 15, 1, 1
7853, savanna, minecraft:savanna, MONSTER, ddenizens:skeleton_warrior, 50, 1, 2
7854, savanna, minecraft:savanna, MONSTER, threateningly_mobs:solscarab_maximus, 10, 1, 1
7855, savanna, minecraft:savanna, MONSTER, mobz:armored_zombie, 70, 1, 1
7856, savanna, minecraft:savanna, MONSTER, mobz:blue_spider, 20, 2, 3
7857, savanna, minecraft:savanna, MONSTER, mobz:bowman, 50, 1, 2
7858, savanna, minecraft:savanna, MONSTER, mobz:dwarf, 10, 1, 1
7859, savanna, minecraft:savanna, MONSTER, mobz:fast_zombie, 70, 1, 1
7860, savanna, minecraft:savanna, MONSTER, mobz:honey_slime, 10, 1, 1
7861, savanna, minecraft:savanna, MONSTER, mobz:iron_steve, 30, 1, 1
7862, savanna, minecraft:savanna, MONSTER, mobz:lost_skeleton, 70, 1, 1
7863, savanna, minecraft:savanna, MONSTER, mobz:overgrown_skeleton, 15, 2, 4
7864, savanna, minecraft:savanna, MONSTER, mobz:purple_spider, 15, 1, 4
7865, savanna, minecraft:savanna, MONSTER, mobz:tank_zombie, 30, 1, 2
7866, savanna, minecraft:savanna, MONSTER, mobz:templar, 40, 1, 1
7867, savanna, minecraft:savanna, MONSTER, mobz:warrior, 10, 1, 2
7868, savanna, minecraft:savanna, MONSTER, mobz:zombie_mage, 70, 1, 1
7869, savanna, minecraft:savanna, MONSTER, minecraft:cave_spider, 50, 4, 4
7870, savanna, minecraft:savanna, MONSTER, specialmobs:endercreeper, 10, 1, 4
7871, savanna, minecraft:savanna, MONSTER, ddenizens:spectator, 25, 1, 1
7872, savanna, minecraft:savanna, MONSTER, iter_rpg:spiderling, 10, 5, 8
7873, savanna, minecraft:savanna, MONSTER, threateningly_mobs:steelboar, 10, 1, 1
7874, savanna, minecraft:savanna, MONSTER, threateningly_mobs:tall_mouse, 14, 1, 1
7875, savanna, minecraft:savanna, MONSTER, creatures_expanded:tremorgue, 25, 1, 2
7876, savanna, minecraft:savanna, MONSTER, creatures_expanded:undead_necromancer, 35, 1, 1
7877, savanna, minecraft:savanna, MONSTER, terramity:uvogre, 10, 1, 1
7878, savanna, minecraft:savanna, MONSTER, iter_rpg:void_elemental, 40, 1, 1
7879, savanna, minecraft:savanna, MONSTER, iter_rpg:water_elemental, 20, 1, 2
7880, savanna, minecraft:savanna, MONSTER, ddenizens:winged_skeleton, 70, 1, 1
7881, savanna, minecraft:savanna, MONSTER, terra_entity:desert_slime, 60, 1, 3
7882, savanna, minecraft:savanna, MONSTER, specialmobs:giantskeleton, 70, 1, 1
7883, savanna, minecraft:savanna, MONSTER, iter_rpg:griever, 30, 1, 1
7884, savanna, minecraft:savanna, MONSTER, mocreatures:biggolem, 20, 1, 1
7885, savanna, minecraft:savanna, MONSTER, iter_rpg:prismaw, 30, 1, 1
7886, savanna, minecraft:savanna, CREATURE, minecraft:pig, 20, 1, 1
7887, savanna, minecraft:savanna, CREATURE, minecraft:pig, 20, 1, 1
7888, savanna, minecraft:savanna, AMBIENT, valarian_conquest:bandit_1, 20, 1, 1
7889, savanna, minecraft:savanna, MONSTER, terra_entity:green_slime, 60, 1, 3
7891, savanna, minecraft:savanna, MONSTER, mobz:small_zombie, 70, 1, 1
7892, savanna, minecraft:savanna, MONSTER, wrd:petrified_skeletonm, 10, 1, 1
7893, savanna, minecraft:savanna, MONSTER, valarian_conquest:orc_berserker, 70, 1, 1
7894, savanna, minecraft:savanna, MONSTER, terra_entity:dungeon_slime, 80, 1, 3
7895, savanna, minecraft:savanna, MONSTER, terra_entity:corrupt_slime, 15, 1, 3
7896, savanna, minecraft:savanna, MONSTER, wrd:dirty_skeleton, 40, 1, 1
7897, savanna, minecraft:savanna, MONSTER, majruszsdifficulty:giant, 50, 1, 1
7898, savanna, minecraft:savanna, MONSTER, mocreatures:minigolem, 40, 1, 1
7900, savanna, minecraft:savanna, MONSTER, mocreatures:darkmanticore, 50, 1, 1
7901, savanna, minecraft:savanna, MONSTER, mocreatures:undeadscorpion, 50, 1, 1
7902, savanna, minecraft:savanna, MONSTER, terra_entity:evil_slime, 80, 1, 3
7903, savanna, minecraft:savanna, MONSTER, iter_rpg:peeper, 5, 1, 1
7904, savanna, minecraft:savanna, MONSTER, terra_entity:blue_slime, 50, 1, 3
7905, savanna, minecraft:savanna, MONSTER, wrd:speared_petrified_skeleton_m, 10, 1, 1
7906, savanna, minecraft:savanna, MONSTER, wrd:buff_zombie, 10, 1, 1
7907, savanna, minecraft:savanna, MONSTER, terramity:elite_skeleton, 10, 1, 1
7908, savanna, minecraft:savanna, MONSTER, mocreatures:silverskeleton, 70, 1, 1
7909, savanna, minecraft:savanna, MONSTER, iter_rpg:carcass, 30, 1, 1
7910, savanna, minecraft:savanna, MONSTER, valarian_conquest:orc_warrior, 70, 1, 1
7911, savanna, minecraft:savanna, MONSTER, iter_rpg:fiend, 60, 1, 1
7914, savanna, minecraft:savanna, MONSTER, terra_entity:crimson_slime, 15, 1, 3
7915, savanna, minecraft:savanna, MONSTER, mobz:bigboss, 50, 1, 1
7916, savanna, minecraft:savanna, MONSTER, specialmobs:bruteskeleton, 70, 1, 1
7917, savanna, minecraft:savanna, MONSTER, specialmobs:gatlingskeleton, 70, 1, 1
7918, savanna, minecraft:savanna, MONSTER, specialmobs:knightskeleton, 70, 1, 1
7919, savanna, minecraft:savanna, MONSTER, specialmobs:ninjaskeleton, 70, 1, 1
7920, savanna, minecraft:savanna, MONSTER, specialmobs:sniperskeleton, 70, 1, 1
7921, savanna, minecraft:savanna, MONSTER, specialmobs:brutezombie, 70, 1, 1
7922, savanna, minecraft:savanna, MONSTER, specialmobs:plaguezombie, 70, 1, 1
7924, savanna, minecraft:savanna, MONSTER, specialmobs:fishingzombie, 70, 1, 1
7925, savanna, minecraft:savanna, MONSTER, specialmobs:hungryzombie, 70, 1, 1
7926, savanna, minecraft:savanna, MONSTER, wrd:bulky_ancient_skeleton, 15, 1, 1
7927, savanna, minecraft:savanna, MONSTER, wrd:ancient_skeleton_skull, 20, 1, 1
7928, savanna, minecraft:savanna, MONSTER, specialmobs:minicreeper, 40, 1, 1
7929, savanna, minecraft:savanna, MONSTER, valarian_conquest:gardonian_knight, 5, 1, 1
7930, savanna, minecraft:savanna, MONSTER, valarian_conquest:visgothian_archer, 30, 1, 1
7931, savanna, minecraft:savanna, MONSTER, valarian_conquest:orc_raider, 10, 1, 1
7932, savanna, minecraft:savanna, MONSTER, valarian_conquest:numerian_spearman, 20, 1, 1
7934, savanna, minecraft:savanna, MONSTER, wrd:antlion, 70, 1, 1
7935, savanna, minecraft:savanna, MONSTER, terra_entity:antlion_swarmer, 70, 1, 1
7936, savanna, minecraft:savanna, MONSTER, terra_entity:giant_antlion_swarmer, 70, 1, 1
7937, savanna, minecraft:savanna, CREATURE, minecraft:pig, 20, 1, 1
7938, savanna, minecraft:savanna, CREATURE, minecraft:pig, 20, 1, 1
7939, savanna, minecraft:savanna, CREATURE, minecraft:pig, 20, 1, 1
7940, savanna, minecraft:savanna, CREATURE, minecraft:pig, 20, 1, 1
7941, savanna, minecraft:savanna, CREATURE, minecraft:pig, 20, 1, 1
7942, savanna, minecraft:savanna, CREATURE, minecraft:pig, 20, 1, 1
7943, savanna, minecraft:savanna, CREATURE, minecraft:sheep, 12, 4, 4
7944, savanna, minecraft:savanna, CREATURE, minecraft:pig, 10, 4, 4
7945, savanna, minecraft:savanna, CREATURE, minecraft:chicken, 10, 4, 4
7946, savanna, minecraft:savanna, CREATURE, minecraft:cow, 10, 4, 4
7947, savanna, minecraft:savanna, CREATURE, minecraft:horse, 10, 2, 6
7948, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 10, 1, 1
7949, savanna, minecraft:savanna, CREATURE, world:appleent, 80, 1, 1
7950, savanna, minecraft:savanna, CREATURE, world:dryad_2, 80, 1, 1
7951, savanna, minecraft:savanna, CREATURE, world:dryad, 80, 1, 1
7952, savanna, minecraft:savanna, CREATURE, mythicmounts:firebird, 10, 1, 1
7953, savanna, minecraft:savanna, CREATURE, threateningly_mobs:flame_horn_re, 10, 1, 2
7954, savanna, minecraft:savanna, CREATURE, iceandfire:cockatrice, 40, 1, 2
7955, savanna, minecraft:savanna, CREATURE, terra_entity:bunny, 10, 1, 2
7956, savanna, minecraft:savanna, CREATURE, terra_entity:squirrel, 10, 1, 2
7957, savanna, minecraft:savanna, CREATURE, terra_entity:duck, 10, 1, 2
7958, savanna, minecraft:savanna, CREATURE, terra_entity:bird, 10, 1, 2
7959, savanna, minecraft:savanna, CREATURE, terra_entity:blue_jay, 10, 1, 2
7960, savanna, minecraft:savanna, CREATURE, terra_entity:cardinal, 10, 1, 2
7961, savanna, minecraft:savanna, CREATURE, mocreatures:wildhorse, 12, 1, 4
7962, savanna, minecraft:savanna, CREATURE, mocreatures:lion, 10, 1, 3
7963, savanna, minecraft:savanna, CREATURE, mocreatures:leopard, 10, 1, 2
7964, savanna, minecraft:savanna, CREATURE, mocreatures:elephant, 10, 1, 2
7965, savanna, minecraft:savanna, CREATURE, mocreatures:ostrich, 10, 1, 1
7966, savanna, minecraft:savanna, CREATURE, mocreatures:komododragon, 12, 1, 2
7967, savanna, minecraft:savanna, CREATURE, mocreatures:filchlizard, 10, 1, 2
7968, savanna, minecraft:savanna, CREATURE, mobz:brown_bear, 30, 2, 3
7969, savanna, minecraft:savanna, CREATURE, mobz:dirty_boar, 10, 1, 3
7970, savanna, minecraft:savanna, CREATURE, mobz:fiora, 10, 1, 1
7971, savanna, minecraft:savanna, CREATURE, mobz:golden_chicken, 10, 1, 2
7972, savanna, minecraft:savanna, CREATURE, mobz:katherine, 10, 1, 1
7973, savanna, minecraft:savanna, CREATURE, mobz:wild_boar, 10, 2, 4
7974, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
7975, savanna, minecraft:savanna, AMBIENT, terramity:blue_fairy, 10, 1, 2
7976, savanna, minecraft:savanna, AMBIENT, ddenizens:boulder, 35, 1, 1
7977, savanna, minecraft:savanna, AMBIENT, terramity:cave_gnome, 15, 1, 3
7978, savanna, minecraft:savanna, AMBIENT, mythicmounts:dragon, 10, 1, 1
7979, savanna, minecraft:savanna, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
7980, savanna, minecraft:savanna, AMBIENT, terramity:green_fairy, 10, 2, 3
7981, savanna, minecraft:savanna, AMBIENT, mocreatures:bee, 10, 1, 2
7982, savanna, minecraft:savanna, AMBIENT, mocreatures:roach, 10, 1, 2
7983, savanna, minecraft:savanna, AMBIENT, mocreatures:butterfly, 12, 1, 4
7984, savanna, minecraft:savanna, AMBIENT, mocreatures:ant, 12, 1, 4
7985, savanna, minecraft:savanna, AMBIENT, mocreatures:grasshopper, 10, 1, 2
7986, savanna, minecraft:savanna, AMBIENT, terramity:pink_fairy, 10, 1, 2
7987, savanna, minecraft:savanna, AMBIENT, mobz:tiny_spider, 10, 1, 1
7988, savanna, minecraft:savanna, CREATURE, terra_entity:traveling_merchant, 10, 1, 1
7989, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7990, savanna, minecraft:savanna, WATER_CREATURE, world:hydra, 80, 1, 1
7991, savanna, minecraft:savanna, WATER_CREATURE, world:kraken, 80, 1, 1
7992, savanna, minecraft:savanna_plateau, MONSTER, minecraft:spider, 80, 4, 4
7993, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 80, 4, 4
7994, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
7995, savanna, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
7996, savanna, minecraft:savanna_plateau, MONSTER, minecraft:creeper, 80, 4, 4
7997, savanna, minecraft:savanna_plateau, MONSTER, minecraft:slime, 80, 4, 4
7998, savanna, minecraft:savanna_plateau, MONSTER, minecraft:enderman, 20, 1, 4
7999, savanna, minecraft:savanna_plateau, MONSTER, minecraft:witch, 20, 1, 1
8000, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:abomination, 20, 1, 1
8001, savanna, minecraft:savanna_plateau, MONSTER, monsterplus:abyssologer, 10, 1, 1
8002, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:air_elemental, 15, 1, 2
8003, savanna, minecraft:savanna_plateau, MONSTER, knights:archer, 40, 2, 3
8004, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:axebeak, 10, 1, 2
8005, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:beholder, 10, 1, 1
8006, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:bloated, 10, 1, 1
8007, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:brood_spider, 35, 1, 1
8008, savanna, minecraft:savanna_plateau, MONSTER, threateningly_mobs:cave_hunter, 12, 1, 1
8009, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:crumbling_skeleton, 50, 1, 1
8010, savanna, minecraft:savanna_plateau, MONSTER, monsterplus:crystal_zombie, 80, 2, 7
8011, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:crystalline_golem, 20, 1, 1
8012, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:crystalline_spider, 45, 1, 3
8013, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:daemon, 10, 1, 1
8014, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:death_tyrant, 10, 1, 1
8015, savanna, minecraft:savanna_plateau, MONSTER, threateningly_mobs:elite_zombie_warrior, 10, 1, 2
8016, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:embersmog, 40, 1, 3
8017, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:event_spawn, 20, 1, 1
8018, savanna, minecraft:savanna_plateau, MONSTER, glorious_creatures:feral_pumpkin, 15, 1, 2
8019, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:fossilized_skeleton, 25, 1, 2
8020, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:fungal_ghoul, 60, 1, 2
8021, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:gargoyle, 50, 1, 3
8022, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:gazer, 25, 1, 1
8023, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:ghoul, 25, 1, 1
8024, savanna, minecraft:savanna_plateau, MONSTER, iter_rpg:giant_spider, 10, 1, 1
8025, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:gloomknight, 5, 1, 1
8026, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:gloomweaver, 30, 1, 2
8027, savanna, minecraft:savanna_plateau, MONSTER, monsterplus:glow_skeleton, 80, 1, 5
8028, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:gnasheart, 60, 1, 4
8029, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:graven, 36, 3, 5
8030, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:headless, 40, 1, 1
8031, savanna, minecraft:savanna_plateau, MONSTER, knights:heavyknight, 40, 1, 1
8032, savanna, minecraft:savanna_plateau, MONSTER, iceandfire:troll, 40, 1, 3
8033, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:iron_skeleton, 15, 1, 1
8034, savanna, minecraft:savanna_plateau, MONSTER, knights:knight, 50, 3, 5
8035, savanna, minecraft:savanna_plateau, MONSTER, threateningly_mobs:lich_re, 10, 1, 1
8036, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:magma_skeleton, 40, 1, 1
8037, savanna, minecraft:savanna_plateau, MONSTER, creatures_expanded:miststalker, 40, 1, 1
8038, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:harpy, 60, 1, 2
8039, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:black_slime, 80, 1, 3
8040, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:cave_bat, 80, 1, 2
8041, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:giant_shelly, 60, 1, 1
8042, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:giant_worm, 60, 1, 1
8043, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:green_dumpling_slime, 30, 1, 3
8044, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:nymph, 10, 1, 1
8045, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:pink_slime, 10, 1, 1
8046, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:purple_slime, 30, 1, 3
8047, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:red_slime, 80, 1, 2
8048, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:yellow_slime, 80, 1, 2
8049, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:demon_eye, 65, 1, 2
8050, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:flying_fish, 60, 1, 2
8051, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
8052, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:big_muscle_anger_bones, 20, 1, 1
8053, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:big_bones, 40, 1, 2
8054, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:short_bones, 40, 1, 2
8055, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:anger_bones, 40, 1, 2
8056, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:big_anger_bones, 30, 1, 2
8057, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:cursed_skull, 15, 1, 1
8058, savanna, minecraft:savanna_plateau, MONSTER, terra_entity:dark_caster, 20, 1, 1
8059, savanna, minecraft:savanna_plateau, MONSTER, mocreatures:biggolem, 10, 1, 1
8060, savanna, minecraft:savanna_plateau, MONSTER, mocreatures:dirtscorpion, 10, 1, 3
8061, savanna, minecraft:savanna_plateau, MONSTER, mocreatures:minigolem, 40, 1, 1
8062, savanna, minecraft:savanna_plateau, MONSTER, mocreatures:caveogre, 50, 1, 2
8063, savanna, minecraft:savanna_plateau, MONSTER, mocreatures:plainmanticore, 50, 1, 1
8064, savanna, minecraft:savanna_plateau, MONSTER, mocreatures:darkmanticore, 50, 1, 3
8065, savanna, minecraft:savanna_plateau, MONSTER, mocreatures:cavescorpion, 50, 1, 3
8066, savanna, minecraft:savanna_plateau, MONSTER, mocreatures:horsemob, 10, 1, 3
8067, savanna, minecraft:savanna_plateau, MONSTER, threateningly_mobs:moon_priest, 10, 1, 1
8068, savanna, minecraft:savanna_plateau, MONSTER, fantasyfauna:mushcap_glowing, 50, 2, 4
8069, savanna, minecraft:savanna_plateau, MONSTER, knights:noble, 50, 1, 1
8070, savanna, minecraft:savanna_plateau, MONSTER, ddenizens:orc, 35, 1, 1
8071, savanna, minecraft:savanna_plateau, MONSTER, threateningly_mobs:ore_drill, 32, 1, 1
